URL,VISITED,N/A,PROOF,CONTESTED,REJECTED,NOTES ON WHY N/A,NOTES ON WHY PROOF,ADDITIONAL NOTES,"TRANSLATION OF ""NOTES ON WHY N/A"" (COL G)","TRANSLATION OF ""NOTES ON WHY PROOF"" (COL K)","TRANSLATION OF ""ADDITIONAL NOTES"" (COL I)"
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-17032-2018_2021-09-06.html,YES,NO,YES,NO,,,"L'extraction du téléphone portable de C______ a révélé qu'il avait envoyé deux messages vocaux via l'application WhatsApp le jour des faits, soit un premier de 07h49min54 à 07h51min44 et un second de 07h51min54 à 07h52min16, étant précisé que l'appel à la Centrale d'engagement, de coordination et d'alarme (CECAL) pour signaler l'accident était intervenu à 07h58. Dans le premier message, adressé à sa petite amie, C______ indiquait préférer envoyer un message vocal que d'écrire, car il était en train de conduire et essayait de se concentrer car il était fatigué.",,,"The extraction of C______'s mobile phone revealed that he had sent two voice messages via the WhatsApp application on the day of the events, a first from 7:49:54 a.m. to 7:51:44 a.m. and a second from 7:51:54 a.m. to 7:52:16 a.m., it being specified that the call to the Engagement, Coordination and Alarm Center (CECAL) to report the accident intervened at 7:58 a.m. In the first message, addressed to his girlfriend, C______ indicated that he preferred to send a voice message rather than write because he was driving and trying to concentrate because he was tired.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_229-----------_nodate.html,YES,YES,,,,"Bug: word Whatsapp doesn't appear, nor ""message"" or other applications.",,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-4603-2020_2022-05-18.html,YES,YES,,,,"Accused ask to take into account WA messages, but rejected.",,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-14428-2021_2023-02-27.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-17359-2013_2017-07-06.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-25787-2019_2023-01-14.html,YES,NO,YES,NO,,,Cette mise en cause est confortée par les messages échangés par l’appelant avec N______ ;,,,This indictment is supported by the messages exchanged by the caller with N______;,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2021---384_nodate.html,YES,YES,,,,"WA messages appear in summary of previous judgment, not used in this one.",,,"WA messages appear in summary of previous judgment, not used in this one.",,
https://entscheidsuche.ch/docs/BE_ZivilStraf/BE_OG_005_SK-2022-41_2022-10-05.pdf,YES,NO,YES,NO,,,"D’emblée, il est constaté que la teneur exacte des propos menaçant adressés par le prévenu à la partie plaignante est établie par les messages WhatsApp extraits du téléphone portable du prévenu (D. 76ss).",Interesting for citations.,,"From the outset, it is noted that the exact content of the threatening remarks addressed by the defendant to the complaining party is established by the WhatsApp messages extracted from the defendant's cell phone (D. 76ff).",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2023---123_nodate.html,YES,NO,YES,NO,,,"Etant donné les éléments dont l’intimé avait connaissance lorsqu’il a tenu les propos qui lui sont reprochés et que la Chambre des recours pénale les considèrent comme suffisants pour fonder le soupçon de la commission d’une escroquerie, il y a lieu de retenir que W.________ avait des raisons sérieuses de tenir pour vrai ce qu’il a affirmé dans les deux messages concernés.",,,"Given the elements of which the respondent was aware when he made the remarks with which he is accused and that the Chamber of Criminal Appeals considers them to be sufficient to base the suspicion of the commission of fraud, it is appropriate to consider that W.________ had serious reasons to hold as true what he stated in the two messages concerned.",
https://entscheidsuche.ch/docs/JU_Gerichte/JU_TC_004_CPR-2021-60_2021-10-26.pdf,YES,YES,,,,"Not used as evidence, only summary of an interrogation.",,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-16064-2015_2017-07-19.html,YES,YES,,,,"Extorsion: D______ lui avait répondu et dit que si elle ne lui remettait pas la somme de CHF ou EUR 1'000'000.-, il ferait parvenir la vidéo et les photographies à la police et les diffuserait également sur Facebook, Instagram et WhatsApp. ",,,"Extortion: D______ replied to her and said that if she did not give him the sum of CHF or EUR 1,000,000.-, he would send the video and photographs to the police and also distribute them on Facebook, Instagram and WhatsApp . ",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-16994-2020_2021-12-17.html,YES,NO,YES,NO,,,"Enfin, aucun message envoyé par le prévenu après le départ de la plaignante de l'appartement ne se révèle agressif ni ""méchant"".",,,"Finally, no message sent by the defendant after the complainant's departure from the apartment appears to be aggressive or ""mean"".",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-23680-2016_2022-06-15.html,YES,YES,,,,WA mentioned but not sure as proof,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-8006-2019_2022-12-15.html,YES,YES,,,,Case involving WA dismissed ,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_001_C-8172-2020_2023-11-27.html,YES,YES,,,,Chambre civile,,,Civil Chamber,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-24672-2020_2022-09-14.html,YES,YES,,,,"Recours contre  l'ordonnance de mise en détention provisoire rendue le 21 août 2022 par le Tribunal des mesures de contrainte,",,,"Appeal against the provisional detention order issued on August 21, 2022 by the Restraint Measures Court,",,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2020---474_nodate.html,YES,YES,,,,"WA messages used in first instance, not here",,,,,
https://entscheidsuche.ch/docs/FR_Gerichte/FR_TC_006_501-2019-99_2020-08-31.pdf,YES,NO,YES,NO,,,"L’appelant prétend que c’est au cours de conversations qui ne figurent pas au dossier que l’agent infiltré lui aurait demandé la livraison d’un kilo. En l’absence de cette preuve à décharge, il y aurait lieu de retenir in dubio pro reo qu’il y a bien eu provocation. Or, il ressort des messages qui figurent au dossier (cf. consid. 2.2.3 ci-avant) que l’agent infiltré tente à plusieurs reprises de réduire les quantités qu’il propose d’acquérir et que c’est bien le prévenu qui pousse à leur augmentation. L’agent infiltré était par ailleurs un agent de police dûment formé et encadré (cf. DO 8302 et 8308 ; art. 290-292 CPP), et il n’y pas d’indices qui tendraient à mettre en doute sa description des conversations qu’il a eues avec le prévenu par le biais de l’application WhatsApp. La Cour de céans ne voit dès lors pas de nécessité de procéder à l’audition de l’agent infiltré en qualité de témoin (cf. art. 151 CPP), étant relevé que cette audition n’a par ailleurs jamais été demandée par le prévenu tout au long de la procédure.",Interesting for citations.,,"The caller claims that it was during conversations which do not appear in the file that the undercover agent asked him for the delivery of a kilo. In the absence of this exculpatory evidence, it would be necessary to hold in dubio pro reo that there was indeed provocation. However, it appears from the messages which appear in the file (see consideration 2.2.3 above) that the undercover agent tries on several occasions to reduce the quantities that he proposes to acquire and that it is indeed the accused which pushes for their increase. The undercover agent was also a duly trained and supervised police officer (see DO 8302 and 8308; art. 290-292 CPP), and there is no evidence that would tend to cast doubt on his description of the conversations. that he had with the defendant through the WhatsApp application. The Court therefore sees no need to hear the undercover agent as a witness (see art. 151 CPP), it being noted that this hearing has never been requested by the warned throughout the procedure.",
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_009_CPEN-2021-71_2022-08-16.html,YES,NO,YES,NO,,,"L’extraction de données des téléphones portables de l’appelante et de son époux a permis de constater que ceux-ci s’étaient toujours échangés de nombreux messages et que le couple, suite à sa séparation de 2015, semblait s’être réconcilié au cours de l’année 2018. Il ressort en effet des messages Whats’app extraits de leurs téléphones que dès le mois de mai 2018 les époux s’échangeaient de façon hebdomadaire des « emojis coeur » ainsi que des mots affectueux laissant peu de doute sur la nature de leurs sentiments réciproques (« Love U », « je t’aime », « amo-te muito minja paixao até ao infinito e mais alem »). Depuis la fin de l’année 2018, certains des messages envoyés entre les époux semblaient également démontrer que ceux-ci avaient repris la vie commune (« 23 octobre 2018 : met le reveil a 7h stp » ; « 7 janvier 2019 : met le reveil a 07h15 demain » ; «14 février 2019 : Je sais mon amour moi aussi mais c’est pas grave on fait ce soir ou le week-end »).",,,"The extraction of data from the mobile phones of the caller and her husband revealed that they had always exchanged numerous messages and that the couple, following their separation in 2015, seemed to have reconciled in during the year 2018. It appears from the Whats'app messages extracted from their phones that from May 2018 the spouses exchanged ""heart emojis"" on a weekly basis as well as affectionate words leaving little doubt about the nature of their mutual feelings (“Love U”, “I love you”, “amo-te muito minja peaceao até ao infinito e mais alem”). Since the end of 2018, some of the messages sent between the spouses also seemed to demonstrate that they had resumed life together (“October 23, 2018: set the alarm at 7 a.m. please”; “January 7, 2019: set the alarm at 7:15 a.m. tomorrow”; “February 14, 2019: I know my love too but it doesn’t matter, we’ll do it this evening or the weekend”).",
